grower_id,state,district,tehsil,language,device_type,grower_age,gender,grower_crop_calendar,product_scan,product_name,product_scan_datetime,grower_farm_size,offline_campaign_attended,campaign_attendance_date,crop,sowing_start,harvest_start,tillering_date,flowering_date
GRW_05602,Uttar Pradesh,Meerut,Meerut_T121,Hindi,smartphone,60,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05603,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T061,Hindi,unknown,72,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.64,0,,chickpea,2025-10-20,2026-03-01,,
GRW_05604,Uttar Pradesh,Varanasi,Varanasi_T083,Hindi,smartphone,44,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.0,1,2026-03-05,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05605,Punjab,Ludhiana,Ludhiana_T067,Punjabi,keypad,50,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.84,1,2026-01-17,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05606,Madhya Pradesh,Ujjain,Ujjain_T018,Hindi,smartphone,63,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.9,1,2025-11-23,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05607,Rajasthan,Jaipur,Jaipur_T098,Hindi,smartphone,74,male,,0,,,1.04,0,,unknown,,,,
GRW_05608,Maharashtra,Akola,Akola_T113,Marathi,smartphone,44,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.24,1,2026-01-21,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05609,Uttar Pradesh,Agra,Agra_T110,Hindi,smartphone,37,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",1,Amistar 250 SC,2025-12-23 07:38:09,1.29,0,,potato,2025-10-15,2026-01-20,,
GRW_05610,Uttar Pradesh,Agra,Agra_T081,Hindi,smartphone,72,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.64,0,,chickpea,2025-10-20,2026-03-01,,
GRW_05611,West Bengal,Nadia,Nadia_T061,Bengali,smartphone,41,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",0,,,1.27,0,,lentil,2025-10-25,2026-03-15,,
GRW_05612,Rajasthan,Jaipur,Jaipur_T041,Hindi,smartphone,62,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Actara 25 WG,2026-01-12 13:25:31,1.51,1,2025-12-31,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05613,Rajasthan,Bharatpur,Bharatpur_T040,Hindi,smartphone,32,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.43,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_05614,Bihar,Muzaffarpur,Muzaffarpur_T037,Hindi,smartphone,61,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.43,1,2026-01-22,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05615,Haryana,Sirsa,Sirsa_T123,Hindi,smartphone,55,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,0.54,1,2026-03-10,chickpea,2025-10-20,2026-03-01,,
GRW_05616,Madhya Pradesh,Ratlam,Ratlam_T058,Hindi,smartphone,41,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",0,,,2.67,0,,lentil,2025-10-25,2026-03-15,,
GRW_05617,Uttar Pradesh,Lucknow,Lucknow_T150,Hindi,keypad,61,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,4.45,1,2026-01-06,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_05618,Rajasthan,Bikaner,Bikaner_T133,Hindi,smartphone,73,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.47,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05619,Madhya Pradesh,Indore,Indore_T021,Hindi,keypad,68,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.97,1,2025-10-02,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05620,Haryana,Hisar,Hisar_T107,Hindi,smartphone,59,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.17,1,2025-11-18,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05621,Punjab,Ludhiana,Ludhiana_T023,Punjabi,smartphone,55,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Alto 5 SC,2025-10-24 08:11:38,1.64,1,2025-10-21,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05622,West Bengal,Bardhaman,Bardhaman_T095,Bengali,smartphone,45,male,,0,,,0.93,1,2025-12-06,unknown,,,,
GRW_05623,Karnataka,Kalaburagi,Kalaburagi_T051,Kannada,keypad,49,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05624,Haryana,Sirsa,Sirsa_T017,Hindi,keypad,57,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,1,2025-12-18,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05625,Haryana,Karnal,Karnal_T031,Hindi,smartphone,41,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,1.9,0,,barley,2025-11-01,2026-03-10,,
GRW_05626,Rajasthan,Bikaner,Bikaner_T023,Hindi,smartphone,47,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.15,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05627,Maharashtra,Jalgaon,Jalgaon_T061,Marathi,smartphone,44,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Actara 25 WG,2025-10-28 14:39:55,1.55,1,2025-10-18,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05628,Rajasthan,Sikar,Sikar_T038,Hindi,smartphone,46,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,1.58,1,2026-02-27,barley,2025-11-01,2026-03-10,,
GRW_05629,Rajasthan,Bikaner,Bikaner_T085,Hindi,keypad,38,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.51,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05630,Haryana,Karnal,Karnal_T078,Hindi,keypad,72,male,,0,,,4.81,1,2026-02-19,unknown,,,,
GRW_05631,Rajasthan,Jaipur,Jaipur_T107,Hindi,smartphone,57,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,0.94,1,2025-11-20,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_05632,Madhya Pradesh,Sehore,Sehore_T085,Hindi,smartphone,57,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,0.87,1,2026-01-09,chickpea,2025-10-20,2026-03-01,,
GRW_05633,Uttar Pradesh,Meerut,Meerut_T131,Hindi,smartphone,34,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Tilt 250 EC,2025-12-26 14:33:22,1.64,1,2025-12-24,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05634,Maharashtra,Jalgaon,Jalgaon_T116,Marathi,smartphone,51,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""safflower"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-25""}, ""stages"": []}",0,,,1.27,0,,safflower,2025-10-15,2026-02-20,,
GRW_05635,Rajasthan,Sikar,Sikar_T154,Hindi,keypad,26,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,4.22,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05636,West Bengal,Bardhaman,Bardhaman_T004,Bengali,smartphone,52,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.6,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05637,West Bengal,Bardhaman,Bardhaman_T064,Bengali,smartphone,23,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.03,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05638,West Bengal,Nadia,Nadia_T108,Bengali,smartphone,30,female,,0,,,3.32,1,2025-11-29,unknown,,,,
GRW_05639,Bihar,Patna,Patna_T062,Hindi,smartphone,48,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""maize"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-30""}, ""stages"": []}",0,,,3.39,0,,maize,2025-10-20,2026-02-20,,
GRW_05640,Maharashtra,Akola,Akola_T088,Marathi,keypad,63,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""safflower"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-25""}, ""stages"": []}",0,,,5.33,1,2025-12-12,safflower,2025-10-15,2026-02-20,,
GRW_05641,Madhya Pradesh,Ratlam,Ratlam_T064,Hindi,smartphone,62,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.99,1,2026-03-23,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05642,Gujarat,Rajkot,Rajkot_T060,Gujarati,keypad,25,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.67,1,2025-10-07,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05643,Madhya Pradesh,Indore,Indore_T010,Hindi,keypad,55,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,0.77,1,2026-03-04,chickpea,2025-10-20,2026-03-01,,
GRW_05644,Maharashtra,Akola,Akola_T025,Marathi,keypad,52,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,4.07,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05645,Haryana,Sirsa,Sirsa_T149,Hindi,smartphone,71,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",1,Axial 50 EC,2026-01-23 18:06:13,1.76,1,2026-01-21,barley,2025-11-01,2026-03-10,,
GRW_05646,Punjab,Bathinda,Bathinda_T044,Punjabi,smartphone,34,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.2,1,2025-10-21,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05647,West Bengal,Nadia,Nadia_T094,Bengali,smartphone,71,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.13,1,2025-10-09,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05648,Madhya Pradesh,Ratlam,Ratlam_T051,Hindi,smartphone,48,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.26,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05649,Rajasthan,Bharatpur,Bharatpur_T107,Hindi,smartphone,70,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.25,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05650,Gujarat,Rajkot,Rajkot_T121,Gujarati,smartphone,40,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Cruiser 350 FS,2026-03-03 09:06:44,2.67,1,2026-03-01,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05651,Uttar Pradesh,Lucknow,Lucknow_T084,Hindi,smartphone,67,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.72,1,2026-02-12,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05652,Gujarat,Ahmedabad,Ahmedabad_T136,Gujarati,smartphone,59,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""cumin"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-02-25"", ""end"": ""2026-03-25""}, ""stages"": []}",0,,,0.63,1,2025-11-02,cumin,2025-11-01,2026-02-25,,
GRW_05653,Bihar,Muzaffarpur,Muzaffarpur_T123,Hindi,smartphone,57,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",0,,,0.93,1,2025-10-07,lentil,2025-10-25,2026-03-15,,
GRW_05654,Punjab,Bathinda,Bathinda_T114,Punjabi,keypad,66,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.87,1,2026-01-01,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_05655,Rajasthan,Bikaner,Bikaner_T101,Hindi,smartphone,44,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,2.81,1,2026-02-17,barley,2025-11-01,2026-03-10,,
GRW_05656,West Bengal,Bardhaman,Bardhaman_T130,Bengali,unknown,52,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.24,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_05657,Uttar Pradesh,Varanasi,Varanasi_T096,Hindi,smartphone,67,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,3.13,1,2025-12-09,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05658,Maharashtra,Amravati,Amravati_T093,Marathi,smartphone,59,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.48,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_05659,Maharashtra,Akola,Akola_T055,Marathi,smartphone,36,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""safflower"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-25""}, ""stages"": []}",0,,,2.28,1,2025-12-14,safflower,2025-10-15,2026-02-20,,
GRW_05660,Karnataka,Vijayapura,Vijayapura_T086,Kannada,smartphone,29,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",1,Kavach 75 WP,2025-11-07 18:23:04,4.9,1,2025-11-04,chickpea,2025-10-20,2026-03-01,,
